,Output_upper,Output_lower,Input,RANK,TOTAL
673,FACTUAL,factual,"floater, alabama, cacique, trident, unbound, appease, lockout",9158,7
674,TRAINER,trainer,"truffle, rebecca, atheism, invades, nonstop, excised, redness",4498,7
675,ARCHIVE,archive,"annuity, redwood, cobwebs, hoarded, invader, vertigo, equated",6608,7
677,APPLIED,applied,"aimless, panache, prequel, legions, impeded, excused, dracula",6546,7
678,OUTPOST,outpost,"oratory, unspent, trample, panache, origami, sinners, teeming",9411,7
679,CHILLED,chilled,"capella, haywire, impious, legions, liquors, eyesore, dweller",12264,7
680,PATIENT,patient,"pirated, acetone, trident, ignoble, enclose, nomadic, torched",572,7
681,REALISM,realism,"roaster, eyesore, arbiter, leakers, ignoble, surfeit, marbled",7289,7
686,STOPPED,stopped,"sunsets, truffle, october, penance, panther, estrada, drizzle",20580,7
687,ATHLETE,athlete,"abscond, tickled, hogwash, leakers, edifice, tickled, esquire",1605,7
688,CREATOR,creator,"cohabit, rosebud, epistle, acutely, theresa, onetime, replete",5138,7
689,CREATOR,creator,"cougars, raisins, esquire, aladdin, turnkey, orchids, rebecca",5138,7
690,RECLAIM,reclaim,"reissue, enabler, cleaver, leakers, acreage, incited, marquis",7576,7
691,CLICKER,clicker,"cracker, leaping, impasse, colgate, knuckle, expanse, rebecca",29271,7
692,NEAREST,nearest,"newness, exalted, asunder, refuges, endgame, sunburn, teeming",5815,7
693,SKILLED,skilled,"subtext, knuckle, impious, leakers, leftism, excites, dracula",4951,7
694,STAINED,stained,"sunsets, trident, appease, incense, negated, entitle, duopoly",9914,7
695,SCRATCH,scratch,"strayed, cougars, reentry, anagram, twister, capella, heaping",4688,7
696,ATTRACT,attract,"avenger, tenured, turkeys, reentry, appease, cacique, tempest",1877,7
697,PERSONA,persona,"purists, equator, respite, salient, orifice, nomadic, anarchy",7655,7
698,RADICAL,radical,"reissue, archaic, dragnet, impious, crumble, ageless, lampoon",2946,7
699,SPECIES,species,"scruple, precept, emblems, chateau, infidel, evading, scruple",1142,7
700,DEPOSIT,deposit,"drifter, excites, pinched, outcast, sayings, infidel, trample",4736,7
702,HOSTILE,hostile,"heaving, orchids, surmise, tequila, impetus, lenient, expanse",4196,7
703,ARMORED,armored,"annuity, robocop, miranda, orchids, rubicon, empress, duopoly",8385,7
704,FUNERAL,funeral,"fulsome, unspent, nascent, evoking, rummage, airhead, leakers",2902,7
705,COVERED,covered,"cutback, outcast, vertigo, excused, reissue, extrude, drifter",9415,7
707,INSIDER,insider,"impious, nomadic, sayings, impeded, dweller, ennoble, refocus",5394,7
709,HERSELF,herself,"heather, excised, regency, steamed, entitle, lockout, freemen",792,7
710,REFLECT,reflect,"retread, equated, funnier, lifters, enclose, coining, trinity",1005,7
711,HOSTILE,hostile,"hoarded, orchids, somalia, trample, infidel, liturgy, evading",4196,7
712,TRAPPER,trapper,"tabling, replete, aladdin, pelagic, pinball, elation, retrace",16509,7
713,CORRECT,correct,"cutback, overuse, rubicon, retrace, excites, cadence, truffle",1804,7
714,FASTEST,fastest,"finicky, affixed, scruffy, trundle, equinox, skyward, tilting",6859,7
715,PATTERN,pattern,"prepped, audited, termite, trudeau, eyesore, replete, nonstop",1018,7
717,TOASTER,toaster,"taunted, orchids, attuned, savaged, tickled, esquire, rebecca",15535,7
718,CONFIDE,confide,"curtail, onshore, negated, floater, infidel, devious, epistle",8071,7
719,CONCEPT,concept,"cougars, orifice, nitrate, cougars, evicted, petting, torched",1159,7
720,MINIMAL,minimal,"moaning, invader, nascent, invader, maestro, alabama, leaping",4351,7
722,HERSELF,herself,"haughty, expanse, redress, splurge, entitle, lockout, finnish",792,7
723,COUNTER,counter,"cadaver, orchard, ugliest, nonstop, tilting, equated, rooster",2847,7
724,SECONDS,seconds,"steamed, eyesore, comcast, outback, nonstop, drifter, saddest",23546,7
726,RECLAIM,reclaim,"rooster, eyeless, calvary, lacquer, amorous, impeded, manhood",7576,7
727,TRAPPER,trapper,"throngs, robbing, agonize, purists, pinched, erasing, robbers",16509,7
728,ARRIVAL,arrival,"acetone, remnant, reviled, infidel, varsity, ageless, looters",3215,7
730,CREATOR,creator,"crumble, remakes, enclose, audited, torsion, onshore, robbers",5138,7
731,STARTER,starter,"surmise, terrify, affixed, replete, throngs, envious, robbing",3983,7
733,ENCHANT,enchant,"expunge, negated, comcast, harpoon, ageless, newness, tribune",18291,7
734,CHEATER,cheater,"citadel, harpoon, excused, aqueous, tenable, evicted, ranting",19010,7
735,CERTAIN,certain,"calvary, empress, robocop, thrills, ageless, incense, nitrate",577,7
736,RECLAIM,reclaim,"revolve, erasing, cleaver, lagging, annular, impetus, mermaid",7576,7
737,CONDUCT,conduct,"chipped, onshore, negated, dearest, unbound, carping, trident",1163,7
738,OPTIMAL,optimal,"opulent, precept, twinkle, impound, maestro, airhead, lenient",7110,7
739,PRINTED,printed,"panacea, rummage, incense, newness, tilting, eyeless, dweller",7234,7
740,OPTIMAL,optimal,"orchard, panther, trudeau, invades, milking, aimless, lovable",7110,7
741,REFLECT,reflect,"reissue, evicted, ferrous, loaning, emblems, cacique, throngs",1005,7
742,OFFENSE,offense,"onetime, freeman, figment, emblems, nonstop, samurai, excites",2845,7
743,CONSULT,consult,"crumble, oratory, nascent, stooped, unbound, latinos, twister",3617,7
746,STEALTH,stealth,"surmise, trundle, expanse, affront, legible, tenable, hoarded",12829,7
748,DISTORT,distort,"dueling, incense, scruffy, terrify, outback, rotting, tidbits",6717,7
749,ANOTHER,another,"asunder, nodding, overuse, trashed, hapless, evicted, raisins",145,7
750,COLLECT,collect,"cohabit, orchids, lenient, lamprey, endgame, copilot, tabloid",1322,7
751,COMPASS,compass,"copious, overuse, manmade, policed, airhead, sermons, saddest",8103,7
752,HERSELF,herself,"howling, eyeless, redress, sunsets, estrada, lacquer, fatuous",792,7
753,PROTEST,protest,"panache, regency, onetime, twister, excites, strayed, thumper",2852,7
754,DEFENSE,defense,"dearest, enclose, funnier, extrude, nascent, somalia, envious",657,7
755,NUMERIC,numeric,"newness, unspent, maestro, earthen, reviled, ignoble, cracker",23328,7
756,CORRECT,correct,"curable, outback, roaster, replete, echelon, cowlick, trinity",1804,7
757,STOPPED,stopped,"salting, tenancy, orchard, parquet, preteen, entitle, dragnet",20580,7
758,ORDERED,ordered,"outlast, rubicon, dracula, emblems, rectify, erasing, drifter",17044,7
759,CHILLED,chilled,"chipped, hillary, invades, loathed, lagging, endgame, deposed",12264,7
760,RESPOND,respond,"reissue, evicted, synapse, potable, opulent, newness, deposed",921,7
761,CENTRAL,central,"coexist, excised, nomadic, thumper, royally, acetone, looters",743,7
762,STOPPED,stopped,"saddest, trinity, orchard, paragon, potable, exalted, drizzle",20580,7
763,TRAPPER,trapper,"twinkle, remakes, animism, prelude, parquet, enclose, reddish",16509,7
764,INTENSE,intense,"insular, nonstop, trample, eyeless, nascent, sayings, empress",2309,7
765,STEALTH,stealth,"splurge, turkish, emerald, airless, labored, trident, harpoon",12829,7
767,MATCHUP,matchup,"merited, anagram, tilting, chanted, heaving, unspent, purists",12013,7
768,MODULAR,modular,"macrame, orlando, dragnet, untruth, liturgy, aimless, roaster",15117,7
769,PARTNER,partner,"potable, annuity, rubicon, trundle, nodding, enabler, replete",1049,7
770,TEACHER,teacher,"truffle, evoking, aqueous, cheater, hangout, erasing, regalia",371,7
771,CORRECT,correct,"chipped, overuse, reentry, rotting, estrada, crybaby, torched",1804,7
772,INTENSE,intense,"impound, nodding, torsion, endgame, nascent, somalia, emblems",2309,7
773,RESPOND,respond,"retinal, exalted, stooped, policed, outcast, negated, dweller",921,7
776,PERFORM,perform,"paladin, exalted, replete, finnish, onetime, repress, maestro",954,7
777,USELESS,useless,"unspent, samurai, evading, lockout, excites, subtext, surfeit",5727,7
778,DISMISS,dismiss,"dearest, impeded, strayed, morocco, incense, subvert, strayed",2819,7
779,ARCHIVE,archive,"affable, robbers, cadaver, hoarded, impound, vertigo, excites",6608,7
780,ANCIENT,ancient,"abiding, nonstop, chanted, incited, elation, nonstop, trundle",1827,7
781,RESERVE,reserve,"reentry, emerald, sunburn, excites, respite, vertigo, envious",3768,7
782,PATTERN,pattern,"puritan, archaic, trashed, twinkle, equated, rosebud, negated",1018,7
783,SHATTER,shatter,"subtext, heinous, affront, tenable, thrifty, evading, replete",5515,7
784,ENDLESS,endless,"empress, nodding, devious, layover, elation, surfeit, salient",3750,7
785,TRAINER,trainer,"tempest, realist, atheism, impeded, nitrate, ennoble, robbing",4498,7
786,SNAPPED,snapped,"synapse, nascent, atheism, potable, policed, emerald, deposed",46794,7
787,CONSOLE,console,"coldest, overuse, nascent, spyware, october, livable, excites",9354,7
788,REALTOR,realtor,"retinal, excites, annular, lovable, tabling, orchard, requiem",19866,7
790,MINIMAL,minimal,"moaning, insular, negated, infidel, manhood, avenger, legions",4351,7
791,TEACHER,teacher,"thrifty, ennoble, airless, comcast, hillary, elation, retrace",371,7
792,RESTART,restart,"replete, exalted, sunburn, thrifty, audited, robbing, truffle",13427,7
793,CENTRAL,central,"crybaby, enabler, nomadic, tabling, respite, audited, layover",743,7
794,PREVENT,prevent,"pitiful, respite, endgame, voiding, equinox, negated, tilting",1084,7
795,ATTRACT,attract,"aquifer, theresa, tenured, rigging, airless, cacique, teeming",1877,7
796,STOPPED,stopped,"sunburn, turnkey, october, panache, panache, ennoble, devious",20580,7
797,ETHICAL,ethical,"equinox, tabling, hogwash, incited, chopper, arbiter, lawless",3477,7
798,IMPULSE,impulse,"insular, morocco, pipette, unspent, limping, strayed, esquire",4739,7
799,CHEATER,cheater,"cabaret, hogwash, elation, agonize, thrills, evading, reentry",19010,7
800,RECOVER,recover,"rummage, equinox, cowgirl, octopus, varsity, echelon, reissue",2144,7
801,PASSIVE,passive,"pelican, ascetic, savaged, scruple, impound, vertigo, evading",5751,7
802,CARRIER,carrier,"crumble, abiding, redress, retrain, ignoble, endgame, ranting",3292,7
803,ANOTHER,another,"anarchy, nascent, october, trinity, howling, evicted, roaster",145,7
804,CLIMATE,climate,"cutback, lunging, invades, moniker, asunder, trooper, equinox",2115,7
806,SCANNER,scanner,"savaged, capella, ascetic, nodding, newness, envious, realist",8335,7
807,DELIVER,deliver,"dearest, echelon, liquors, impetus, varsity, eyesore, rebecca",1292,7
808,REVERSE,reverse,"rooster, evading, voiding, enabler, rummage, salient, enabler",3521,7
809,CHILLED,chilled,"chanted, hillary, impious, looters, liturgy, elation, devalue",12264,7
811,RESPOND,respond,"racists, edifice, shrinks, pelican, outback, nonstop, dweller",921,7
812,REFLECT,reflect,"regalia, earthen, finnish, labored, enabler, couched, twister",1005,7
813,DISPUTE,dispute,"dueling, impious, steamed, pelagic, utopian, turnkey, emerald",2721,7
814,TRAPPER,trapper,"trundle, regroup, ageless, paragon, potable, earthen, rigging",16509,7
815,PROTEST,protest,"pigskin, riotous, odyssey, trooper, endgame, scruffy, turkish",2852,7
816,DESSERT,dessert,"deposed, excites, steamed, synapse, earthen, riskier, teeming",4306,7
817,CONCERT,concert,"crumble, origami, nascent, cadence, esquire, retread, twister",2531,7
819,RECOVER,recover,"rotting, excites, cougars, onshore, vertigo, enclose, reaping",2144,7
820,OUTSIDE,outside,"onetime, upstart, trident, scrappy, impasse, deposed, eyesore",810,7
821,FOREVER,forever,"faceted, overuse, remakes, envious, varsity, expunge, redness",2093,7
822,DELIVER,deliver,"dearest, expanse, leashed, invades, varsity, ennoble, reissue",1292,7
823,STARTER,starter,"skyward, torsion, attuned, retrace, tribune, evicted, replete",3983,7
824,PARTIAL,partial,"parquet, audited, regroup, twister, incited, annular, leaping",4588,7
825,ROUTINE,routine,"retrain, onetime, unspent, trudeau, insular, nitrate, evading",2601,7
826,REVIVAL,revival,"retread, evicted, varsity, infidel, vertigo, anagram, legions",5477,7
827,FUNERAL,funeral,"fulsome, untruth, negated, excused, remakes, alimony, looting",2902,7
828,CLASSIC,classic,"capitol, livable, annuity, scruffy, skyward, impeded, cranked",2632,7
829,PARTIAL,partial,"prepped, affixed, restful, tenured, incense, acetone, lovable",4588,7
830,OUTPOST,outpost,"orlando, unbound, tequila, parquet, orlando, sinners, trundle",9411,7
831,UNCOVER,uncover,"upstate, nascent, citadel, overuse, voiding, excused, retrace",4472,7
832,CONCERT,concert,"clinton, outlast, nitrate, cadence, evading, realist, truffle",2531,7
833,DEPOSIT,deposit,"drifter, ennoble, precept, odyssey, somalia, impasse, truffle",4736,7
834,TRIDENT,trident,"trample, raisins, invader, drizzle, extrude, nascent, tribune",38347,7
835,VISITOR,visitor,"vertigo, invader, spyware, impasse, trundle, orchids, robbing",1706,7
836,REFRESH,refresh,"rooster, enabler, fixable, racists, equinox, subvert, heroism",12722,7
837,PERFORM,perform,"palaces, excites, rooster, fluency, outcast, refocus, monsoon",954,7
838,DELETED,deleted,"drizzle, evicted, layover, eyesore, tenable, exalted, devious",29897,7
840,DEPOSIT,deposit,"deposed, echelon, padlock, overuse, strayed, impasse, taunted",4736,7
841,ROMANCE,romance,"regroup, orlando, misused, awfully, negated, chipped, excused",4047,7
842,RECLAIM,reclaim,"revolve, elation, cleaver, lexicon, animism, invader, moaning",7576,7
843,CONCORD,concord,"curried, onetime, nitrate, cobwebs, oblique, rummage, drifter",30240,7
844,ANOTHER,another,"arizona, nascent, october, theresa, heaving, emblems, riotous",145,7
845,ANCIENT,ancient,"avenger, nitrate, cadaver, impetus, epistle, nodding, taunted",1827,7
847,ARCHIVE,archive,"awfully, riotous, chalice, hooking, impeded, voiding, equated",6608,7
848,OPERATE,operate,"oratory, payback, equinox, refuges, acetone, taunted, evoking",1313,7
849,CORRECT,correct,"conning, outlast, regroup, redwood, enabler, conning, turkeys",1804,7
850,PROCEED,proceed,"panache, racists, onshore, curried, exalted, exalted, dweller",2713,7
851,RESTORE,restore,"redwood, evicted, savaged, trident, october, robbing, enclose",2559,7
852,CONFIRM,confirm,"carping, overuse, nodding, fluency, ignoble, refuges, matador",1861,7
853,TRIDENT,trident,"tabloid, robbing, invades, deposed, earthen, nomadic, twister",38347,7
854,CHEATER,cheater,"coining, haughty, epistle, airless, turkeys, evicted, robbing",19010,7
855,THEATER,theater,"turkish, hapless, evoking, annuity, throngs, extrude, rooster",1540,7
857,FASTEST,fastest,"ferrous, airhead, synapse, tenancy, echelon, savaged, twinkle",6859,7
858,ROUNDUP,roundup,"rummage, outback, utopian, newness, dracula, unbound, parquet",15463,7
859,TRAPPER,trapper,"thrifty, ramming, appease, parades, policed, excised, redress",16509,7
860,COLLECT,collect,"crooked, orchids, leakers, leaping, erasing, coining, trundle",1322,7
861,RESTART,restart,"retrace, evicted, salting, trident, ascetic, redness, twinkle",13427,7
862,TRAINER,trainer,"turkish, remnant, archery, infidel, nonstop, excused, rebecca",4498,7
863,OPTIMUM,optimum,"odyssey, prelude, tequila, impound, moaning, utopian, milking",11302,7
864,TRAPPED,trapped,"trashed, riveted, affixed, peridot, paladin, esquire, devious",16941,7
865,PROTECT,protect,"petting, requiem, oratory, tabling, excused, cobwebs, taunted",749,7
867,ARCHIVE,archive,"arizona, reviled, cobwebs, hoarded, insular, varsity, expanse",6608,7
868,RESPECT,respect,"roaster, empress, subtext, pitfall, excused, cracker, tribune",1559,7
869,OFFENSE,offense,"october, fulsome, foxhole, entitle, nonstop, steamed, ennoble",2845,7
872,NEAREST,nearest,"nascent, echelon, attuned, reprise, eyesore, subtext, trudeau",5815,7
874,INVADER,invader,"impound, nascent, vertigo, agonize, dearest, equated, reentry",10025,7
875,CORRECT,correct,"cranium, onshore, reaping, rooster, empress, chevron, twinkle",1804,7
876,TRAPPED,trapped,"trample, royally, acreage, pitfall, puritan, extrude, dueling",16941,7
877,PARTNER,partner,"parquet, amiable, rosebud, thumper, nascent, enabler, reprise",1049,7
878,DELIVER,deliver,"devalue, excised, looting, impeded, voiding, equinox, replete",1292,7
879,ERRATIC,erratic,"esquire, rigging, riotous, anarchy, theresa, invades, crumble",10898,7
880,NUMERIC,numeric,"newness, upstate, megaton, envious, replete, infidel, cracker",23328,7
882,STATION,station,"surging, thumper, animism, tenancy, impeded, orchids, nascent",842,7
883,SCANNER,scanner,"somalia, chipped, archery, nodding, newness, emblems, retrace",8335,7
884,CURTAIL,curtail,"cracker, ugliest, reaping, tonnage, asunder, ignoble, leaping",9229,7
885,TRAPPER,trapper,"twinkle, royally, archery, precept, pelican, entitle, roaster",16509,7
886,PRESSED,pressed,"palaces, robocop, equinox, shrinks, spyware, estrada, devious",20411,7
887,RADICAL,radical,"redness, archaic, deposed, incited, coexist, appease, lunging",2946,7
888,TRANSIT,transit,"trinity, rosebud, amnesia, nitrate, salient, infidel, trinity",4906,7
889,RECOVER,recover,"replete, extrude, crybaby, odyssey, voiding, earthen, repress",2144,7
890,CLICKER,clicker,"cohabit, layover, incense, coining, knuckle, earthen, retrace",29271,7
891,UNCOVER,uncover,"untruth, nascent, catfish, outcast, vertigo, elation, replete",4472,7
892,UNIFORM,uniform,"unquote, negated, impious, freemen, orchids, replete, maestro",3062,7
893,ROMANCE,romance,"replete, origami, maestro, acetone, newness, colgate, evicted",4047,7
894,CONSOLE,console,"coining, orchard, newness, salient, onshore, loaning, expanse",9354,7
895,DRESSED,dressed,"dueling, replete, exalted, schwarz, strayed, estrada, devalue",23711,7
896,CHEATER,cheater,"couched, holdout, exalted, attuned, trashed, equinox, rebecca",19010,7
897,CONCEPT,concept,"curbing, october, newness, catfish, eyeless, paladin, typhoon",1159,7
898,TRIDENT,trident,"tabloid, raisins, impetus, duopoly, eyesore, nitrate, twinkle",38347,7
899,PROTEST,protest,"pinched, redress, overuse, throngs, excites, sunsets, trashed",2852,7
900,SCATTER,scatter,"saddest, copilot, audited, trooper, tonnage, excused, realist",3783,7
901,UNCLEAR,unclear,"unquote, nodding, clotted, lacquer, epistle, amorous, robbers",5340,7
902,TEACHER,teacher,"tenured, excused, aimless, copious, herding, excites, reissue",371,7
903,ANCIENT,ancient,"airhead, newness, curable, infidel, entitle, nonstop, termite",1827,7
904,FOREVER,forever,"fatuous, orlando, reaping, exalted, voiding, excites, realist",2093,7
905,ATTRACT,attract,"alimony, trudeau, thrifty, robbing, abscond, chateau, termite",1877,7
906,THEATER,theater,"trashed, haughty, elation, audited, trinity, excised, rigging",1540,7
907,CONTEST,contest,"cobwebs, origami, nascent, teeming, empress, steamed, twister",3081,7
908,ATHLETE,athlete,"alaskan, turkish, hoarded, lacquer, edifice, thrifty, evicted",1605,7
909,COUNTER,counter,"crumble, outlast, untruth, nonstop, terrify, epistle, relapse",2847,7
911,CONFIRM,confirm,"copilot, octopus, negated, funnier, impetus, raisins, marilyn",1861,7
912,MINERAL,mineral,"manmade, ignoble, nodding, ennoble, robocop, alaskan, leaping",4627,7
913,RETREAT,retreat,"rooster, enabler, trashed, revolve, edifice, attuned, trashed",4832,7
914,REFLECT,reflect,"remnant, echelon, floater, liberte, equinox, cadence, trudeau",1005,7
915,PATIENT,patient,"pitfall, avenger, thumper, impasse, evoking, newness, trundle",572,7
916,TRANSIT,transit,"twister, retinal, ascetic, nascent, scruple, impound, trident",4906,7
917,RECLAIM,reclaim,"redwood, evoking, cranked, lifters, avenger, invades, marquee",7576,7
918,CORRECT,correct,"cowboys, odyssey, redness, rectify, excised, carping, theresa",1804,7
919,RESERVE,reserve,"redness, expunge, synapse, entitle, rubicon, voiding, enabler",3768,7
920,TRAPPED,trapped,"trooper, redness, agonize, pigskin, pigskin, empress, dracula",16941,7
921,USELESS,useless,"utopian, samurai, evading, latinos, equinox, synapse, sunsets",5727,7
922,DISPUTE,dispute,"dracula, ignoble, samurai, pitfall, unquote, tabloid, endgame",2721,7
923,CURTAIL,curtail,"cacique, upstate, refuges, trooper, appease, impound, leftism",9229,7
924,TEACHER,teacher,"truffle, echelon, affront, carping, hideout, endgame, reprise",371,7
925,LITERAL,literal,"likable, invades, trinity, evading, regalia, appease, likable",7842,7
926,REFLECT,reflect,"refuges, equator, faceted, lawless, exalted, crumble, trident",1005,7
927,CLIMATE,climate,"crybaby, luckier, insular, minibus, airless, trooper, edifice",2115,7
928,NONSTOP,nonstop,"nodding, odyssey, nascent, sermons, tabling, outback, preteen",13675,7
929,TOASTER,toaster,"tabling, oratory, alimony, salting, tempest, edifice, repress",15535,7
930,SCIENCE,science,"saddest, cranked, ignoble, envious, nodding, comical, envious",890,7
931,TRIDENT,trident,"thumper, regency, infidel, dueling, eyeless, negated, turnkey",38347,7
932,POPULAR,popular,"pelagic, origami, prepped, ugliest, looters, airhead, reviled",925,7
933,FOREVER,forever,"ferrous, outcast, riotous, enabler, voiding, excused, rooster",2093,7
934,TRAINER,trainer,"thrifty, rigging, airless, invades, newness, empress, riotous",4498,7
936,CORRECT,correct,"curable, oblique, rummage, ranting, eyeless, cacique, teeming",1804,7
937,SCANNER,scanner,"subtext, chalice, ascetic, nodding, nomadic, expunge, replete",8335,7
938,RESTORE,restore,"retinal, endgame, sayings, taunted, october, remakes, emblems",2559,7
939,CHEATED,cheated,"cobwebs, heather, equator, aqueous, tabloid, equinox, devious",23925,7
940,PARTIAL,partial,"parades, anarchy, riotous, thumper, infidel, abalone, lampoon",4588,7
941,SNAPPED,snapped,"sinners, nitrate, atheism, petting, prequel, extrude, devious",46794,7
942,UNIFORM,uniform,"untruth, negated, impetus, faceted, orchard, retread, midwife",3062,7
943,PALETTE,palette,"pinning, abigail, likable, evading, tabloid, tabloid, evoking",7506,7
946,ALTERED,altered,"affront, lockout, theresa, elation, rubicon, exalted, drizzle",10161,7
947,FUNERAL,funeral,"finnish, upstart, newness, ennoble, refuges, anarchy, looting",2902,7
948,STAINED,stained,"schwarz, tenancy, awfully, insular, nodding, elation, deposed",9914,7
949,ETHICAL,ethical,"elation, torsion, haywire, impeded, cadaver, annular, lenient",3477,7
950,HIPSTER,hipster,"heinous, ignoble, paragon, saddest, thrills, earthen, royally",21744,7
951,ARMORED,armored,"airless, regroup, manmade, onetime, royally, equated, devalue",8385,7
954,CORRECT,correct,"cranked, oratory, reprise, repress, excised, chipped, trashed",1804,7
955,CLUSTER,cluster,"cougars, looters, ugliest, spyware, tribune, enabler, retinal",3221,7
957,HIPSTER,hipster,"hideout, incense, panacea, subtext, turkish, excised, reviled",21744,7
958,HIPSTER,hipster,"heinous, impasse, potable, savaged, tabling, elation, retinal",21744,7
959,POPULAR,popular,"perched, octopus, pelagic, unquote, leftism, affront, reprise",925,7
960,PALETTE,palette,"panicky, aimless, labored, earthen, turnkey, tenancy, enclose",7506,7
962,STEALTH,stealth,"samurai, trundle, enabler, aimless, lasagna, tenured, haughty",12829,7
963,LEFTIST,leftist,"leaping, empress, fulsome, trundle, invader, sunburn, truffle",9293,7
964,TRAPPED,trapped,"tabloid, robbing, appease, peridot, panacea, evading, drifter",16941,7
965,STOPPED,stopped,"salient, tribune, outlast, parades, panache, emerald, dweller",20580,7
966,TRANSIT,transit,"tabling, restful, ageless, nomadic, scruffy, invader, tequila",4906,7
967,PARTIAL,partial,"pinning, archery, revolve, taunted, ignoble, awfully, loaning",4588,7
968,ANCIENT,ancient,"alaskan, nomadic, clotted, invader, epistle, newness, typhoon",1827,7
969,RESTORE,restore,"regroup, edifice, samurai, teeming, overuse, reentry, edifice",2559,7
970,CONTEST,contest,"cranked, outlast, nodding, thrifty, endgame, shrinks, twinkle",3081,7
971,UNCLEAR,unclear,"unbound, nonstop, chipped, layover, endgame, appease, reprise",5340,7
972,TEACHER,teacher,"tonnage, excused, acetone, chevron, harpoon, ennoble, robbing",371,7
973,RESTART,restart,"rotting, envious, samurai, trident, amiable, reissue, tonnage",13427,7
974,REVIVAL,revival,"reentry, ennoble, varsity, ignoble, vertigo, affront, leakers",5477,7
975,FASTEST,fastest,"finicky, agonize, splurge, thrifty, estrada, sinners, teeming",6859,7
976,ENCHANT,enchant,"ennoble, newness, clinton, heather, airless, nomadic, thrills",18291,7
977,ERRATIC,erratic,"exalted, realist, retrain, alimony, termite, impeded, cranium",10898,7
978,REDRESS,redress,"robocop, equator, deposed, rectify, earthen, sunsets, subtext",19979,7
979,PARTNER,partner,"paragon, asunder, remakes, trundle, nodding, esquire, refuges",1049,7
980,PARTIAL,partial,"penance, aquifer, riveted, teeming, incited, animism, lifters",4588,7
981,PROTEST,protest,"pitiful, refocus, origami, tenured, echelon, salting, trundle",2852,7
982,COMPACT,compact,"cutback, orchard, mermaid, panther, ageless, coldest, thumper",6286,7
983,TEACHER,teacher,"taunted, evading, archaic, cowboys, herding, emblems, retrace",371,7
984,MINERAL,mineral,"marries, impeded, nodding, equator, riotous, airhead, leashed",4627,7
985,DELIVER,deliver,"dueling, excused, leashed, invader, voiding, equator, restful",1292,7
986,AUCTION,auction,"aimless, untruth, copilot, trudeau, impeded, onshore, nodding",4676,7
987,LEATHER,leather,"labored, extrude, animism, trident, hemlock, eyeless, reissue",2960,7
989,ROUTINE,routine,"robbers, onshore, upstate, typhoon, infidel, nitrate, enabler",2601,7
990,ARMORED,armored,"abalone, retread, moaning, opulent, retrace, enclose, dueling",8385,7
991,INVADER,invader,"invader, nitrate, vertigo, aquifer, dragnet, entitle, repress",10025,7
992,UNIFIED,unified,"untruth, nomadic, impound, foxhole, infidel, enabler, drifter",7395,7
993,TRIDENT,trident,"tenable, retinal, invades, dragnet, excites, negated, tidbits",38347,7
994,SERIOUS,serious,"sunsets, excites, replete, impeded, orchard, untruth, subvert",755,7
995,ALTERED,altered,"ascetic, legible, tonnage, emerald, reaping, extrude, dracula",10161,7
996,LEFTIST,leftist,"loathed, exalted, funnier, trample, insular, synapse, tenured",9293,7
997,DESSERT,dessert,"drifter, esquire, scruple, sayings, extrude, ramming, thumper",4306,7
998,ARCHIVE,archive,"aimless, relapse, cobwebs, hoarded, impound, voiding, exalted",6608,7
999,NUMERIC,numeric,"newness, upstart, misused, equator, refuges, invader, curable",23328,7
